Cód. Etiqueta	Nome	Rua	Coluna	Altura	Cód. SAP	Produto	Primeira contagem	Segunda contagem	Terceira contagem	Validade	CA	validade CA
	32	1	1	1	9752	CARRETILA P/ FITA SINALIZAÇÃO 	25					
	32	1	1	1	9752	CARRETILA P/ FITA SINALIZAÇÃO 	24					
	32	1	1	2	5646	MANTA BTCL PEQUENA	154			2022-10-01		
	32	1	1	2	7055	APOIO EGORNÓMICO P/ PÉS	5					
	32	1	1	2	7055	APOIO EGORNÓMICO P/ PÉS	5					
	32	1	1	2	8749	APOIO EGORNÓMICO P/ NOTEBOOK	2					
	32	1	1	2	7056	MOUSE PAD EM GEL	10					
	32	1	1	3	9371	CARRETILHA COM GRANCHO	128					
	32	1	1	3	9371	CARRETILHA COM GRANCHO	25					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	1	3	****	CORDA POLIPROPILENO TORCIDA	200 MTS					
	32	1	2	3	3599	CONE GRANDE	118					
	32	1	2	3	8647	ALCOOL EM GEL 	24					
	32	1	2	3	8647	ALCOOL EM GEL 	48					
	32	1	2	3	8647	ALCOOL EM GEL 	42					
	32	1	2	3	8625	PANO MULTIUSO	13 ROLOS					
	32	1	2	2	3597	CARNEIRA COM JUGULAR 	70					
	32	1	2	2	3597	CARNEIRA COM JUGULAR 	50					
	32	1	2	2	3595	CAPACETE BRANCO MSA	56				498	2022-09-01
	32	1	2	2	3595	CAPACETE BRANCO MSA	12				498	2022-09-01
	32	1	2	2	9792	BANDEIRA P/ ESCADA	75					
	32	1	2	2	9325	ROTA DE FUGA P/ CONE	55					
	32	1	2	2	9421	BANDEIROLA	9					
	32	1	1	2	****	GANCHO TIPO 1 PLÁSTICO	10					
	32	1	1	2	****	SUPORTE P/ CAMERA	6					
	32	1	2	2	3672	MOSQUETÃO OVAL	47					
	32	1	2	2	7991	MOSQUETÃO PERA	0					
	32	1	1	2	9328	PLACA PASSAGEM PEDESTRE	4					
	32	1	2	2	3597	CARNEIRA COM JUGULAR MAS	60					
	32	1	2	2	10383	GANCHO P/ CARRETILHA	34					
	32	1	2	2	9816	NIVELADOR DE ESCADA	8					
	32	1	2	2	8170	SUPORTE P/ PAPEL HIGIÉNICO	7					
	32	2	3	3	9954	CINTO DE SEG. PARAQUEDISTA	25					
	32	2	3	3	9937	TALABARTE	15					
	32	2	3	3	10386	CORDA POLIPROPILENO 	100 MTS					
	32	2	3	3	8204	MINI DETECTOR DE TENSÃO	67					
	32	1	2	1	9371	GANCHO C/ CARRETILHA	25					
	32	1	2	1	7443	PÁ P/ LIXO	18					
	32	1	2	1	8211	MARTELO	24					
	32	1	2	1	9478	MARRETA	19					
	32	1	3	1	9412	BOLSA P/ LINHA DE VIDA	34					
	32	1	3	1	9950	BOLSA PARA IÇAR FERRAMENTAS	30					
	32	1	3	1	9950	BOLSA PARA IÇAR FERRAMENTAS	30					
	32	1	3	1	9950	BOLSA PARA IÇAR FERRAMENTAS	36					
	32	1	3	1	5570	BOLSA P/ MANGA ISOLANTE	10					
	32	1	3	1	9886	CONE PEQUENO 	141					
	32	1	3	3	9756	GARRAFÃO 	32					
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-06-01	38104	2024-02-13
	32	1	3	2	9369	BOLSA LONA P/ LUVA	26					
	32	1	3	2	****	BOLSA P/ VISEIRA	165					
	32	1	3	2	9370	BOLSA LONA FERRAMENTA 	20					
	32	1	2	1	9572	CAVALETE 	24					
	32	1	2	1	7077	VASSOURA	10					
	32	1	2	1	7077	VASSOURA	10					
	32	1	2	1	7077	VASSOURA	10					
	32	1	2	1	7896	PARAFUSADEIRA	8					
	32	1	2	1	7896	PARAFUSADEIRA	8					
	32	1	2	1	7896	PARAFUSADEIRA	8					
	32	1	2	1	7896	PARAFUSADEIRA	15					
	32	1	2	1	7896	PARAFUSADEIRA	13					
	32	1	2	1	7896	PARAFUSADEIRA	4					
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11277	LUVA ISOLANTE CL I TAM.  8 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11278	LUVA ISOLANTE CL I TAM.  9 	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	11279	LUVA ISOLANTE CL I TAM.  9 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	29	1	1	6	8164	PROTETOR FACIAL 	35			2023-09-10	41986	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	32	1	3	1	9364	LUVA ISOLANTE CL I TAM.  10 1/2	1			2022-08-01	38400	2023-05-14
	29	1	5	3	3624	PROTETOR OURICULAR PLUG	84				28534	2025-12-08
	29	3	2	6	3640	CHAVE FENDA 1/8X6	75					
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	9365	MANGA ISOLANTE CL II 	1			2022-10-01	29589	2024-08-08
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10	1			2022-10-01	38104	2024-02-13
	32	1	3	2	4309	LUVA ISOLANTE CL 0 TAM. 10 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
	32	1	3	2	3610	LUVA ISOLANTE CL 0 TAM. 9 1/2	1			2022-10-01	38104	2024-02-13
